State,County,,,,,,,,AOR,,"Activation
Date",,,Submissions,,,Misdemeanor Matches,Felony Matches,,,Total Matches,"Convicted
Criminals L1",Misdemeanor Returns,,"Convicted
Criminals L2",,"Convicted
Criminals L3",Felony Returns,,"ICE Fugitives
1,2",,,"Prior
Removals and Returns1,3",,,,"EWIs, Visa
Violators and Overstays1",No Criminal Conviction Return,,Total Returns
MN,Cook,,,,,,,,SPM,,2/7/2012,,,93,,,6,4,,,10,0,,,0,,0,0,,0,,,0,,,,0,0,,0
MN,Stevens,,,,,,,,SPM,,2/7/2012,,,159,,,2,8,,,10,0,,,0,,2,2,,0,,,1,,,,0,1,,3
MN,Yellow Medicine,,,,,,,,SPM,,2/7/2012,,,441,,,5,5,,,10,1,,,0,,0,0,,0,,,0,,,,0,0,,1
MO,Daviess,,,,,,,,CHI,,4/26/2011,,,267,,,1,9,,,10,0,,,0,,0,0,,0,,,0,,,,0,0,,0
MO,Miller,,,,,,,,CHI,,7/19/2011,,,"1,242",,,2,8,,,10,0,,,0,,1,1,,0,,,0,,,,0,0,,1
MT,Gallatin,,,,,,,,SLC,,4/3/2012,,,"1,429",,,4,6,,,10,0,,,1,,0,1,,0,,,0,,,,0,0,,1
NC,Pender,,,,,,,,ATL,,12/14/2010,,,919,,,4,6,,,10,1,,,0,,1,1,,0,,,0,,,,0,0,,2
NE,Butler,,,,,,,,SPM,,3/6/2012,,,205,,,0,10,,,10,0,,,0,,0,0,,0,,,0,,,,0,0,,0
NE,Chase,,,,,,,,SPM,,3/6/2012,,,89,,,1,9,,,10,0,,,0,,0,0,,0,,,0,,,,0,0,,0
NM,Union,,,,,,,,ELP,,12/7/2010,,,356,,,2,8,,,10,0,,,0,,0,0,,0,,,0,,,,0,0,,0
OH,Henry,,,,,,,,DET,,4/26/2011,,,611,,,2,8,,,10,0,,,1,,3,4,,0,,,1,,,,0,1,,5
OH,Mercer,,,,,,,,DET,,6/21/2011,,,"1,458",,,3,7,,,10,0,,,0,,1,1,,0,,,0,,,,0,0,,1
OH,Ross,,,,,,,,DET,,4/26/2011,,,"3,666",,,5,5,,,10,0,,,0,,1,1,,0,,,0,,,,0,0,,1
OH,Seneca,,,,,,,,DET,,3/29/2011,,,"1,802",,,3,7,,,10,0,,,2,,0,2,,0,,,0,,,,0,0,,2
OH,Washington,,,,,,,,DET,,2/22/2011,,,"2,941",,,1,9,,,10,0,,,0,,2,2,,0,,,0,,,,0,0,,2
OK,Seminole,,,,,,,,DAL,,11/15/2011,,,"1,733",,,2,8,,,10,0,,,0,,0,0,,0,,,0,,,,0,0,,0
PA,Carbon,,,,,,,,PHI,,5/30/2012,,,"1,225",,,1,9,,,10,0,,,0,,0,0,,0,,,0,,,,0,0,,0
PA,Juniata,,,,,,,,PHI,,5/30/2012,,,318,,,3,7,,,10,0,,,0,,0,0,,0,,,1,,,,0,1,,1
PA,Susquehanna,,,,,,,,PHI,,5/30/2012,,,462,,,4,6,,,10,0,,,0,,1,1,,0,,,0,,,,0,0,,1
TN,Carroll,,,,,,,,NOL,,1/10/2012,,,"1,872",,,2,8,,,10,0,,,0,,1,1,,0,,,0,,,,0,0,,1
TN,Claiborne,,,,,,,,NOL,,1/10/2012,,,"2,445",,,1,9,,,10,1,,,0,,0,0,,0,,,0,,,,0,0,,1
TN,Giles,,,,,,,,NOL,,1/10/2012,,,"2,057",,,3,7,,,10,0,,,1,,0,1,,0,,,0,,,,0,0,,1
TX,Clay,,,,,,,,DAL,,8/10/2010,,,554,,,3,7,,,10,0,,,0,,1,1,,0,,,0,,,,0,0,,1
TX,Jones,,,,,,,,DAL,,8/10/2010,,,935,,,0,10,,,10,0,,,0,,0,0,,0,,,0,,,,0,0,,0
TX,Mason,,,,,,,,SNA,,6/22/2010,,,165,,,2,8,,,10,2,,,0,,2,2,,0,,,0,,,,0,0,,4
TX,San Augustine,,,,,,,,HOU,,7/20/2010,,,925,,,5,5,,,10,0,,,0,,0,0,,0,,,1,,,,0,1,,1
TX,San Saba,,,,,,,,SNA,,6/22/2010,,,462,,,3,7,,,10,0,,,0,,0,0,,0,,,3,,,,0,3,,3
VA,Amelia,,,,,,,,WAS,,6/2/2010,,,964,,,4,6,,,10,1,,,1,,0,1,,0,,,0,,,,0,0,,2
VA,Goochland,,,,,,,,WAS,,6/2/2010,,,976,,,0,10,,,10,0,,,1,,0,1,,0,,,1,,,,1,2,,3
VA,Isle of Wight,,,,,,,,WAS,,6/8/2010,,,"1,852",,,3,7,,,10,0,,,1,,0,1,,0,,,0,,,,0,0,,1
VA,Page,,,,,,,,WAS,,6/8/2010,,,"2,373",,,1,9,,,10,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WI,Marinette,,,,,,,,CHI,,1/11/2011,,,"1,542",,,4,6,,,10,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WI,Vilas,,,,,,,,CHI,,1/11/2011,,,"3,198",,,3,7,,,10,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WV,Ohio,,,,,,,,PHI,,10/26/2010,,,"1,785",,,1,9,,,10,2,,,0,,0,0,,0,,,0,,,,1,1,,3
WY,Goshen,,,,,,,,DEN,,5/15/2012,,,789,,,7,3,,,10,1,,,0,,0,0,,0,,,0,,,,0,0,,1
WY,Sublette,,,,,,,,DEN,,5/15/2012,,,237,,,1,9,,,10,0,,,0,,2,2,,0,,,0,,,,0,0,,2
AL,Clay,,,,,,,,NOL,,5/24/2011,,,877,,,2,7,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AL,Dallas,,,,,,,,NOL,,7/12/2011,,,"3,094",,,2,7,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AR,Bradley,,,,,,,,NOL,,5/15/2012,,,279,,,0,9,,,9,0,,,0,,2,2,,0,,,0,,,,0,0,,2
FL,Gulf,,,,,,,,MIA,,6/22/2010,,,"1,188",,,0,9,,,9,0,,,0,,0,0,,1,,,2,,,,0,3,,3
GA,Bleckley,,,,,,,,ATL,,12/6/2011,,,789,,,0,9,,,9,0,,,0,,0,0,,0,,,2,,,,0,2,,2
GA,Dade,,,,,,,,ATL,,12/6/2011,,,997,,,2,7,,,9,0,,,1,,0,1,,0,,,0,,,,0,0,,1
GA,Treutlen,,,,,,,,ATL,,12/6/2011,,,444,,,0,9,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
GA,Union,,,,,,,,ATL,,12/6/2011,,,"1,211",,,4,5,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IA,Benton,,,,,,,,SPM,,3/8/2011,,,856,,,1,8,,,9,0,,,0,,0,0,,0,,,1,,,,0,1,,1
IA,Emmet,,,,,,,,SPM,,1/24/2012,,,202,,,5,4,,,9,1,,,0,,0,0,,0,,,0,,,,0,0,,1
IA,Mills,,,,,,,,SPM,,1/24/2012,,,536,,,0,9,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IA,OBrien,,,,,,,,SPM,,1/24/2012,,,349,,,1,8,,,9,0,,,1,,1,2,,0,,,0,,,,0,0,,2
IA,Osceola,,,,,,,,SPM,,1/24/2012,,,90,,,2,7,,,9,0,,,1,,2,3,,0,,,0,,,,0,0,,3
ID,Caribou,,,,,,,,SLC,,11/29/2011,,,414,,,2,7,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
ID,Latah,,,,,,,,SLC,,11/29/2011,,,"1,007",,,5,4,,,9,0,,,0,,0,0,,0,,,0,,,,2,2,,2
ID,Valley,,,,,,,,SLC,,11/29/2011,,,542,,,1,8,,,9,0,,,1,,0,1,,0,,,0,,,,0,0,,1
IL,Boone,,,,,,,,CHI,,1/22/2013,,,137,,,0,9,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IN,Adams,,,,,,,,CHI,,12/13/2011,,,"1,398",,,2,7,,,9,0,,,1,,1,2,,0,,,0,,,,0,0,,2
IN,De Kalb,,,,,,,,CHI,,12/13/2011,,,"1,329",,,0,9,,,9,1,,,0,,0,0,,0,,,0,,,,0,0,,1
IN,Fountain,,,,,,,,CHI,,4/26/2011,,,841,,,4,5,,,9,0,,,1,,0,1,,0,,,0,,,,2,2,,3
IN,Jay,,,,,,,,CHI,,12/13/2011,,,872,,,3,6,,,9,0,,,0,,0,0,,0,,,1,,,,0,1,,1
IN,Orange,,,,,,,,CHI,,6/14/2011,,,477,,,6,3,,,9,0,,,1,,0,1,,0,,,0,,,,0,0,,1
KS,McPherson,,,,,,,,CHI,,12/27/2011,,,670,,,1,8,,,9,0,,,0,,0,0,,0,,,0,,,,1,1,,1
KS,Pottawatomie,,,,,,,,CHI,,7/19/2011,,,951,,,3,6,,,9,1,,,1,,0,1,,0,,,0,,,,0,0,,2
KS,Thomas,,,,,,,,CHI,,12/27/2011,,,558,,,3,6,,,9,1,,,0,,0,0,,0,,,0,,,,0,0,,1
KS,Wichita,,,,,,,,CHI,,12/27/2011,,,63,,,3,6,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Bourbon,,,,,,,,CHI,,3/20/2012,,,313,,,1,8,,,9,0,,,1,,0,1,,0,,,0,,,,0,0,,1
KY,McCreary,,,,,,,,CHI,,3/20/2012,,,776,,,5,4,,,9,1,,,0,,0,0,,0,,,0,,,,0,0,,1
LA,Union Parish,,,,,,,,NOL,,5/1/2012,,,966,,,0,9,,,9,0,,,0,,1,1,,0,,,1,,,,0,1,,2
MI,Shiawassee,,,,,,,,DET,,4/26/2011,,,"3,389",,,3,6,,,9,1,,,0,,0,0,,0,,,0,,,,0,0,,1
MN,Beltrami,,,,,,,,SPM,,2/7/2012,,,"1,052",,,1,8,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
MN,Crow Wing,,,,,,,,SPM,,2/7/2012,,,"1,780",,,3,6,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
MN,Faribault,,,,,,,,SPM,,2/7/2012,,,268,,,3,6,,,9,2,,,1,,1,2,,0,,,0,,,,0,0,,4
MN,Roseau,,,,,,,,SPM,,2/7/2012,,,366,,,4,5,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
MN,Traverse,,,,,,,,SPM,,2/7/2012,,,285,,,2,7,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
MN,Winona,,,,,,,,SPM,,2/7/2012,,,861,,,4,5,,,9,2,,,0,,2,2,,0,,,0,,,,0,0,,4
MO,Clinton,,,,,,,,CHI,,11/8/2011,,,934,,,1,8,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
MO,Livingston,,,,,,,,CHI,,11/8/2011,,,870,,,2,7,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
MT,Cascade,,,,,,,,SLC,,4/3/2012,,,"2,268",,,4,5,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
MT,Silver Bow,,,,,,,,SLC,,4/3/2012,,,"1,750",,,2,7,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
NC,Mitchell,,,,,,,,ATL,,10/13/2010,,,316,,,2,7,,,9,1,,,2,,3,5,,0,,,1,,,,0,1,,7
ND,Walsh,,,,,,,,SPM,,4/10/2012,,,297,,,5,4,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
NE,Gosper,,,,,,,,SPM,,3/6/2012,,,61,,,0,9,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
NE,Hamilton,,,,,,,,SPM,,11/2/2010,,,520,,,1,8,,,9,0,,,0,,1,1,,0,,,0,,,,0,0,,1
NE,Holt,,,,,,,,SPM,,3/6/2012,,,192,,,2,7,,,9,0,,,0,,0,0,,0,,,1,,,,0,1,,1
NH,Belknap,,,,,,,,BOS,,5/8/2012,,,890,,,6,3,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
NH,Strafford,,,,,,,,BOS,,5/8/2012,,,969,,,5,4,,,9,0,,,0,,0,0,,0,,,0,,,,1,1,,1
NM,Colfax,,,,,,,,ELP,,12/7/2010,,,"1,504",,,2,7,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
NY,Delaware,,,,,,,,BUF,,5/15/2012,,,"1,013",,,4,5,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
OH,Morrow,,,,,,,,DET,,2/22/2011,,,"1,216",,,2,7,,,9,1,,,0,,0,0,,0,,,1,,,,0,1,,2
OH,Preble,,,,,,,,DET,,4/19/2011,,,"1,548",,,4,5,,,9,0,,,0,,1,1,,0,,,1,,,,0,1,,2
OH,Union,,,,,,,,DET,,12/28/2010,,,"5,927",,,4,5,,,9,1,,,1,,0,1,,0,,,0,,,,0,0,,2
OR,Gilliam,,,,,,,,SEA,,9/27/2011,,,188,,,0,9,,,9,2,,,0,,3,3,,0,,,0,,,,0,0,,5
TN,Van Buren,,,,,,,,NOL,,1/10/2012,,,475,,,1,8,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
TX,Martin,,,,,,,,ELP,,7/7/2010,,,360,,,0,9,,,9,0,,,2,,0,2,,0,,,0,,,,0,0,,2
TX,Real,,,,,,,,SNA,,12/16/2008,,,305,,,3,6,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
TX,Red River,,,,,,,,DAL,,7/7/2010,,,"1,045",,,2,7,,,9,1,,,0,,0,0,,0,,,1,,,,0,1,,2
TX,Upton,,,,,,,,ELP,,7/7/2010,,,265,,,3,6,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
UT,Carbon,,,,,,,,SLC,,12/20/2011,,,"1,491",,,2,7,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
VA,Alleghany,,,,,,,,WAS,,6/15/2010,,,"1,619",,,6,3,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
VA,Lunenburg,,,,,,,,WAS,,6/2/2010,,,781,,,1,8,,,9,0,,,0,,1,1,,0,,,0,,,,1,1,,2
VA,Nelson,,,,,,,,WAS,,6/8/2010,,,"1,077",,,2,7,,,9,1,,,0,,0,0,,0,,,1,,,,0,1,,2
VA,Powhatan,,,,,,,,WAS,,6/2/2010,,,998,,,2,7,,,9,2,,,0,,0,0,,0,,,0,,,,0,0,,2
WI,Vernon,,,,,,,,CHI,,1/11/2011,,,886,,,2,7,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WI,Washburn,,,,,,,,CHI,,1/11/2011,,,"1,275",,,1,8,,,9,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WV,Mercer,,,,,,,,PHI,,10/26/2010,,,"4,006",,,4,5,,,9,0,,,0,,1,1,,2,,,0,,,,0,2,,3
WY,Converse,,,,,,,,DEN,,5/15/2012,,,257,,,3,6,,,9,0,,,1,,0,1,,0,,,0,,,,0,0,,1
AR,Drew,,,,,,,,NOL,,5/15/2012,,,515,,,0,8,,,8,0,,,0,,1,1,,0,,,0,,,,0,0,,1
CA,Plumas,,,,,,,,SFR,,1/25/2011,,,863,,,2,6,,,8,0,,,1,,1,2,,0,,,1,,,,0,1,,3
GA,Early,,,,,,,,ATL,,12/6/2011,,,546,,,1,7,,,8,0,,,0,,0,0,,0,,,0,,,,0,0,,0
GA,Oglethorpe,,,,,,,,ATL,,12/6/2011,,,621,,,0,8,,,8,0,,,0,,0,0,,0,,,0,,,,0,0,,0
GA,Screven,,,,,,,,ATL,,12/6/2011,,,962,,,0,8,,,8,0,,,0,,1,1,,0,,,0,,,,0,0,,1
GA,Seminole,,,,,,,,ATL,,12/6/2011,,,758,,,0,8,,,8,1,,,1,,0,1,,0,,,0,,,,0,0,,2
IA,Carroll,,,,,,,,SPM,,1/24/2012,,,346,,,1,7,,,8,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IA,Cedar,,,,,,,,SPM,,1/24/2012,,,386,,,3,5,,,8,0,,,1,,1,2,,0,,,0,,,,0,0,,2
IA,Hancock,,,,,,,,SPM,,1/24/2012,,,214,,,3,5,,,8,0,,,0,,1,1,,0,,,0,,,,0,0,,1
IA,Warren,,,,,,,,SPM,,1/24/2012,,,777,,,2,6,,,8,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Macon,,,,,,,,CHI,,1/22/2013,,,618,,,1,7,,,8,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Ogle,,,,,,,,CHI,,1/22/2013,,,215,,,0,8,,,8,0,,,1,,0,1,,0,,,0,,,,0,0,,1
KS,Kingman,,,,,,,,CHI,,12/27/2011,,,413,,,1,7,,,8,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Mason,,,,,,,,CHI,,3/20/2012,,,936,,,0,8,,,8,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Russell,,,,,,,,CHI,,3/20/2012,,,"1,044",,,1,7,,,8,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Simpson,,,,,,,,CHI,,3/20/2012,,,546,,,4,4,,,8,0,,,0,,1,1,,0,,,0,,,,0,0,,1
MI,Iosco,,,,,,,,DET,,9/27/2011,,,"1,719",,,5,3,,,8,0,,,0,,0,0,,0,,,0,,,,0,0,,0
MI,Tuscola,,,,,,,,DET,,7/12/2011,,,"2,893",,,2,6,,,8,0,,,0,,0,0,,0,,,0,,,,0,0,,0
MN,Jackson,,,,,,,,SPM,,2/7/2012,,,206,,,1,7,,,8,0,,,2,,0,2,,0,,,1,,,,0,1,,3
MO,Crawford,,,,,,,,CHI,,11/8/2011,,,"2,112",,,1,7,,,8,0,,,1,,0,1,,0,,,0,,,,0,0,,1
MO,Morgan,,,,,,,,CHI,,11/8/2011,,,758,,,4,4,,,8,0,,,0,,0,0,,0,,,0,,,,0,0,,0
MO,Pemiscot,,,,,,,,CHI,,11/8/2011,,,969,,,6,2,,,8,1,,,0,,0,0,,0,,,0,,,,0,0,,1
MS,Bolivar,,,,,,,,NOL,,11/22/2011,,,953,,,0,8,,,8,0,,,0,,0,0,,0,,,0,,,,0,0,,0
NC,Halifax,,,,,,,,ATL,,3/30/2010,,,"2,573",,,3,5,,,8,0,,,0,,0,0,,0,,,0,,,,0,0,,0
NY,Herkimer,,,,,,,,BUF,,5/15/2012,,,983,,,5,3,,,8,0,,,0,,0,0,,0,,,0,,,,0,0,,0
NY,Washington,,,,,,,,BUF,,5/15/2012,,,"1,023",,,3,5,,,8,1,,,0,,0,0,,0,,,1,,,,0,1,,2
OH,Ashtabula,,,,,,,,DET,,2/1/2011,,,"4,090",,,3,5,,,8,0,,,0,,0,0,,0,,,0,,,,0,0,,0
OH,Fayette,,,,,,,,DET,,2/8/2011,,,"2,413",,,3,5,,,8,2,,,1,,1,2,,0,,,0,,,,0,0,,4
OH,Putnam,,,,,,,,DET,,4/26/2011,,,854,,,0,8,,,8,0,,,0,,4,4,,0,,,0,,,,0,0,,4
OK,Beaver,,,,,,,,DAL,,11/15/2011,,,96,,,2,6,,,8,0,,,0,,2,2,,0,,,0,,,,0,0,,2
OK,Noble,,,,,,,,DAL,,5/24/2011,,,821,,,1,7,,,8,2,,,1,,1,2,,0,,,0,,,,0,0,,4
PA,Clinton,,,,,,,,PHI,,5/30/2012,,,614,,,3,5,,,8,0,,,2,,0,2,,0,,,0,,,,0,0,,2
PA,Wyoming,,,,,,,,PHI,,5/30/2012,,,407,,,1,7,,,8,0,,,0,,0,0,,0,,,0,,,,0,0,,0
PR,Arecibo,,,,,,,,MIA,,6/7/2011,,,"1,834",,,3,5,,,8,1,,,0,,0,0,,0,,,0,,,,0,0,,1
SC,Barnwell,,,,,,,,ATL,,11/16/2010,,,"3,079",,,3,5,,,8,0,,,1,,1,2,,0,,,0,,,,0,0,,2
SC,Union,,,,,,,,ATL,,3/15/2011,,,"4,696",,,0,8,,,8,0,,,0,,0,0,,0,,,0,,,,0,0,,0
TN,Decatur,,,,,,,,NOL,,1/10/2012,,,540,,,0,8,,,8,0,,,2,,0,2,,0,,,0,,,,0,0,,2
TN,Haywood,,,,,,,,NOL,,1/10/2012,,,"1,152",,,1,7,,,8,0,,,0,,0,0,,0,,,0,,,,0,0,,0
TN,Hickman,,,,,,,,NOL,,1/10/2012,,,"1,754",,,1,7,,,8,0,,,0,,2,2,,0,,,1,,,,0,1,,3
TX,Lipscomb,,,,,,,,DAL,,9/28/2010,,,88,,,2,6,,,8,1,,,0,,1,1,,0,,,1,,,,0,1,,3
VA,Charlotte,,,,,,,,WAS,,6/15/2010,,,873,,,2,6,,,8,0,,,0,,3,3,,0,,,0,,,,0,0,,3
VT,Orleans,,,,,,,,BOS,,5/22/2012,,,343,,,2,6,,,8,0,,,0,,0,0,,0,,,0,,,,0,0,,0
VT,Windsor,,,,,,,,BOS,,5/22/2012,,,"2,913",,,1,7,,,8,0,,,0,,0,0,,0,,,0,,,,0,0,,0
WI,Lincoln,,,,,,,,CHI,,1/11/2011,,,"1,973",,,2,6,,,8,1,,,0,,0,0,,0,,,0,,,,0,0,,1
AR,Columbia,,,,,,,,NOL,,5/15/2012,,,994,,,1,6,,,7,0,,,0,,0,0,,0,,,0,,,,0,0,,0
AR,Mississippi,,,,,,,,NOL,,5/15/2012,,,"1,052",,,0,7,,,7,0,,,0,,1,1,,0,,,0,,,,0,0,,1
AR,Pike,,,,,,,,NOL,,5/15/2012,,,377,,,1,6,,,7,0,,,0,,1,1,,0,,,0,,,,0,0,,1
GA,Pike,,,,,,,,ATL,,12/6/2011,,,497,,,0,7,,,7,0,,,0,,0,0,,0,,,0,,,,0,0,,0
GA,Towns,,,,,,,,ATL,,12/6/2011,,,423,,,0,7,,,7,0,,,0,,0,0,,0,,,0,,,,0,0,,0
GA,Webster,,,,,,,,ATL,,12/6/2011,,,212,,,1,6,,,7,0,,,0,,0,0,,0,,,0,,,,0,0,,0
GA,Wheeler,,,,,,,,ATL,,12/6/2011,,,262,,,0,7,,,7,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IA,Allamakee,,,,,,,,SPM,,1/24/2012,,,224,,,1,6,,,7,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IA,Fayette,,,,,,,,SPM,,1/24/2012,,,550,,,5,2,,,7,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IA,Jasper,,,,,,,,SPM,,1/24/2012,,,"1,131",,,3,4,,,7,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IA,Lee,,,,,,,,SPM,,1/24/2012,,,"1,194",,,3,4,,,7,0,,,0,,1,1,,0,,,0,,,,0,0,,1
IA,Lucas,,,,,,,,SPM,,1/24/2012,,,206,,,0,7,,,7,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IA,Montgomery,,,,,,,,SPM,,1/24/2012,,,433,,,2,5,,,7,1,,,1,,0,1,,0,,,0,,,,0,0,,2
IA,Webster,,,,,,,,SPM,,1/24/2012,,,244,,,1,6,,,7,0,,,0,,0,0,,0,,,0,,,,0,0,,0
ID,Adams,,,,,,,,SLC,,11/29/2011,,,340,,,0,7,,,7,1,,,0,,0,0,,0,,,0,,,,0,0,,1
ID,Shoshone,,,,,,,,SLC,,11/29/2011,,,635,,,2,5,,,7,0,,,0,,0,0,,0,,,0,,,,1,1,,1
IL,Henry,,,,,,,,CHI,,1/22/2013,,,168,,,1,6,,,7,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IL,Peoria,,,,,,,,CHI,,1/22/2013,,,"1,091",,,2,5,,,7,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IN,Owen,,,,,,,,CHI,,12/13/2011,,,655,,,1,6,,,7,1,,,0,,0,0,,0,,,0,,,,0,0,,1
IN,Pulaski,,,,,,,,CHI,,4/5/2011,,,902,,,1,6,,,7,0,,,0,,0,0,,0,,,0,,,,0,0,,0
IN,Warrick,,,,,,,,CHI,,4/26/2011,,,"1,894",,,2,5,,,7,1,,,0,,0,0,,0,,,0,,,,0,0,,1
IN,Wells,,,,,,,,CHI,,6/1/2011,,,"1,210",,,3,4,,,7,1,,,1,,0,1,,0,,,0,,,,0,0,,2
KS,Brown,,,,,,,,CHI,,12/27/2011,,,747,,,0,7,,,7,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KS,Coffey,,,,,,,,CHI,,12/27/2011,,,374,,,0,7,,,7,0,,,0,,0,0,,0,,,0,,,,0,0,,0
KY,Butler,,,,,,,,CHI,,3/20/2012,,,844,,,1,6,,,7,0,,,2,,1,3,,0,,,0,,,,0,0,,3
KY,Webster,,,,,,,,CHI,,3/20/2012,,,347,,,2,5,,,7,0,,,0,,0,0,,0,,,1,,,,0,1,,1
LA,Cameron Parish,,,,,,,,NOL,,5/1/2012,,,373,,,2,5,,,7,0,,,0,,0,0,,0,,,1,,,,0,1,,1
LA,Saint James Parish,,,,,,,,NOL,,5/1/2012,,,"1,166",,,0,7,,,7,0,,,0,,1,1,,0,,,1,,,,0,1,,2
MI,Emmet,,,,,,,,DET,,9/27/2011,,,"1,782",,,2,5,,,7,0,,,0,,1,1,,0,,,1,,,,1,2,,3
MI,Manistee,,,,,,,,DET,,9/27/2011,,,854,,,1,6,,,7,1,,,0,,0,0,,0,,,0,,,,0,0,,1
MN,Dodge,,,,,,,,SPM,,2/7/2012,,,258,,,3,4,,,7,0,,,0,,0,0,,0,,,0,,,,1,1,,1
MN,Pennington,,,,,,,,SPM,,2/7/2012,,,381,,,2,5,,,7,0,,,0,,0,0,,0,,,0,,,,0,0,,0
MO,Marion,,,,,,,,CHI,,2/8/2011,,,"2,286",,,1,6,,,7,0,,,0,,1,1,,0,,,0,,,,0,0,,1
MO,Pike,,,,,,,,CHI,,11/8/2011,,,805,,,0,7,,,7,0,,,0,,0,0,,0,,,0,,,,0,0,,0
MO,Stoddard,,,,,,,,CHI,,11/8/2011,,,"1,342",,,2,5,,,7,3,,,0,,1,1,,0,,,0,,,,0,0,,4
MS,Tate,,,,,,,,NOL,,11/22/2011,,,"1,168",,,1,6,,,7,0,,,0,,0,0,,0,,,0,,,,0,0,,0
MT,Dawson,,,,,,,,SLC,,4/3/2012,,,393,,,2,5,,,7,1,,,1,,1,2,,0,,,0,,,,0,0,,3
NC,Anson,,,,,,,,ATL,,11/16/2010,,,"1,030",,,6,1,,,7,0,,,0,,1,1,,0,,,0,,,,0,0,,1
NC,Tyrrell,,,,,,,,ATL,,2/15/2011,,,262,,,2,5,,,7,0,,,0,,0,0,,0,,,0,,,,0,0,,0
ND,Barnes,,,,,,,,SPM,,4/10/2012,,,387,,,2,5,,,7,0,,,0,,0,0,,0,,,0,,,,0,0,,0
NY,Schoharie,,,,,,,,BUF,,6/1/2011,,,561,,,2,5,,,7,0,,,0,,0,0,,0,,,0,,,,0,0,,0
NY,Schuyler,,,,,,,,BUF,,3/15/2011,,,"1,155",,,0,7,,,7,0,,,0,,0,0,,0,,,0,,,,0,0,,0
OH,Allen,,,,,,,,DET,,3/29/2011,,,"3,944",,,1,6,,,7,0,,,0,,1,1,,0,,,0,,,,0,0,,1
OH,Ashland,,,,,,,,DET,,3/29/2011,,,"1,644",,,1,6,,,7,0,,,0,,0,0,,0,,,0,,,,0,0,,0
OH,Crawford,,,,,,,,DET,,4/12/2011,,,"1,749",,,2,5,,,7,0,,,0,,1,1,,0,,,2,,,,0,2,,3
OH,Guernsey,,,,,,,,DET,,2/8/2011,,,"1,233",,,1,6,,,7,0,,,0,,0,0,,0,,,1,,,,0,1,,1
OH,Ottawa,,,,,,,,DET,,3/29/2011,,,"1,722",,,4,3,,,7,0,,,0,,0,0,,0,,,1,,,,0,1,,1
OK,Atoka,,,,,,,,DAL,,11/15/2011,,,465,,,1,6,,,7,0,,,0,,0,0,,0,,,0,,,,0,0,,0
OK,Caddo,,,,,,,,DAL,,11/15/2011,,,331,,,1,6,,,7,1,,,1,,1,2,,0,,,0,,,,0,0,,3
OK,Ellis,,,,,,,,DAL,,5/3/2011,,,240,,,0,7,,,7,0,,,0,,0,0,,0,,,0,,,,1,1,,1
